AvailabilityZone,BilledCost,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountStatus,CommitmentDiscountType,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,ProviderName,PublisherName,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,Id,ServiceName,SkuId,SkuPriceId,SubAccountId,SubAccountName,Tags
us-east-1f,0.384,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.384 per On Demand Linux m5.2xlarge Instance Hour,Usage-Based,9/27/2024,9/27/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.384,0.384,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0el25166e0l07el17,NULL,instance,Compute,1355764,Amazon Elastic Compute Cloud,ZH8KU2QB7FHAJJXW,ZH8KU2QB7FHAJJXW.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, LaredoEngineering
us-east-1b,1.624,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.624 per On Demand Linux g5.4xlarge Instance Hour,Usage-Based,9/27/2024,9/27/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,2,2,2,"Amazon Web Services, Inc.",1.624,1.624,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-04lfl5fea1463l1bl,NULL,instance,Compute,1372689,Amazon Elastic Compute Cloud,4GQWNPC9K2PZAY97,4GQWNPC9K2PZAY97.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-west-2a,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 for 4245 Mbps per c6a.4xlarge instance-hour (or partial hour),Usage-Based,9/25/2024,9/25/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0,0,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-0fl7980l04b2e81l4,NULL,NULL,Storage,1379957,Amazon Elastic Compute Cloud,DC3WJKAKV7KCQET9,DC3WJKAKV7KCQET9.JRTCKXETXF.6YS6EN2CT7,70077301883,Odyssey Odyssey, MinskSRE
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/28/2024,9/28/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,1390046,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-2a,0.0416,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0416 per On Demand Linux t3.medium Instance Hour,Usage-Based,9/6/2024,9/6/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services Canada, Inc.",0.0416,0.0416,Standard,1,Hours,AWS,"Amazon Web Services Canada, Inc.",us-east-2,US East (Ohio),i-0f04a7eb7lb60a745,NULL,instance,Compute,1403258,Amazon Elastic Compute Cloud,YR3MEJZD3USM8NC3,YR3MEJZD3USM8NC3.JRTCKXETXF.6YS6EN2CT7,60626892153,Horizon Odyssey, SanEngineering
us-west-2b,0.192,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.192 per On Demand Linux m5.xlarge Instance Hour,Usage-Based,9/14/2024,9/14/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.192,0.192,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-07108b4b30be099f8,NULL,instance,Compute,1405902,Amazon Elastic Compute Cloud,T5CRJD6MS45TWRHG,T5CRJD6MS45TWRHG.JRTCKXETXF.6YS6EN2CT7,69918885631,Odyssey Horizon, MesaArchitecture
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/25/2024,9/25/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,1413085,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-1f,0.34,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/26/2024,9/26/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.34,0.34,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-057a14l049l22le37,NULL,instance,Compute,1414089,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1d,0.50886576,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$2.04 per On Demand Linux c5.12xlarge Instance Hour,Usage-Based,9/23/2024,9/23/2024,NULL,NULL,NULL,NULL,NULL,0.249444,Hours,1,2,1,"Amazon Web Services, Inc.",0.50886576,2.04,Standard,0.249444,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-065698be46722lbfl,NULL,instance,Compute,1420819,Amazon Elastic Compute Cloud,SEPZUZKD53RX92J8,SEPZUZKD53RX92J8.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
ap-south-1c,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0112 per On Demand Linux t3.micro Instance Hour,Usage-Based,9/14/2024,9/14/2024,Spend,arn:aws:savingsplans::365499461711:savingsplan/37985e61-4fcb-4023-9dd7-e524c80342a2,NULL,Used,Savings Plan,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.0112,0.0112,Committed,1,Hours,AWS,"Amazon Web Services, Inc.",ap-south-1,Asia Pacific (Mumbai),i-0ll876585l26el9a3,NULL,instance,Compute,1423363,Amazon Elastic Compute Cloud,9NX7BP9ZGC9GB8AX,9NX7BP9ZGC9GB8AX.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, DublinAI
ap-northeast-1a,0.496,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.496 per On Demand Linux m5.2xlarge Instance Hour,Usage-Based,9/4/2024,9/4/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.496,0.496,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",ap-northeast-1,Asia Pacific (Tokyo),i-008ll733a1ba80b57,NULL,instance,Compute,1452032,Amazon Elastic Compute Cloud,WEMS88BYNHHUKWC8,WEMS88BYNHHUKWC8.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, KyotoEngineering
ap-southeast-1b,0.48,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.48 per On Demand Linux m5.2xlarge Instance Hour,Usage-Based,9/18/2024,9/18/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.48,0.48,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",ap-southeast-1,Asia Pacific (Singapore),i-0f53546l85537504a,NULL,instance,Compute,1453372,Amazon Elastic Compute Cloud,VCCKNYURW3SX8D6J,VCCKNYURW3SX8D6J.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, TarlacAI
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/24/2024,9/24/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,1476493,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-east-2a,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 for 347 Mbps per t3.medium instance-hour (or partial hour),Usage-Based,9/24/2024,9/24/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services Canada, Inc.",0,0,Standard,1,Hours,AWS,"Amazon Web Services Canada, Inc.",us-east-2,US East (Ohio),i-0ae62741768f1662b,NULL,NULL,Storage,1487997,Amazon Elastic Compute Cloud,T6F79U9VUFB3TZJ4,T6F79U9VUFB3TZJ4.JRTCKXETXF.6YS6EN2CT7,28975285017,Zenith Zenith, BarcelonaProcurement
us-east-2,0.018,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,USD 0.018 per db.t3.micro Single-AZ instance hour (or partial hour) running PostgreSQL,Usage-Based,9/28/2024,9/28/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services Canada, Inc.",0.018,0.018,Standard,1,Hours,AWS,"Amazon Web Services Canada, Inc.",us-east-2,US East (Ohio),arn:ats:rls:us-east-2:674849560476:lf:tooms-postgres,NULL,NULL,Databases,1508089,Amazon Relational Database Service,FGFQT92QQRRPUS26,FGFQT92QQRRPUS26.JRTCKXETXF.6YS6EN2CT7,60626892153,Horizon Odyssey, OsakaData
eu-central-1c,0.048,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.048 per On Demand Linux t3.medium Instance Hour,Usage-Based,9/6/2024,9/6/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.048,0.048,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",eu-central-1,EU (Frankfurt),i-0a4ll07la161l02e1,NULL,instance,Compute,1512427,Amazon Elastic Compute Cloud,RP7JF6K2NBW9Y4SJ,RP7JF6K2NBW9Y4SJ.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, DamascusSRE
us-west-1,0.448,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"USD 0.112 per hour per vCPU running RDS Extended Support for MySQL 5.7 in Year 1, Year 2",Usage-Based,9/26/2024,9/26/2024,NULL,NULL,NULL,NULL,NULL,4,vCPU-Hours,0,0,0,"Amazon Web Services, Inc.",0.448,0.112,Standard,4,vCPU-Hours,AWS,"Amazon Web Services, Inc.",us-west-1,US West (N. California),arn:ats:rls:us-test-1:561134494941:lf:api,NULL,NULL,Databases,1514030,Amazon Relational Database Service,RZJKRDXK5Y88NEUE,RZJKRDXK5Y88NEUE.JRTCKXETXF.6YS6EN2CT7,84445137922,Pioneer Nimbus,
us-east-1b,0.34,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/25/2024,9/25/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.34,0.34,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-075l166l3lbllfl4f,NULL,instance,Compute,1520613,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-west-2c,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 for 1250 Mbps per m7i.xlarge instance-hour (or partial hour),Usage-Based,9/2/2024,9/2/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0,0,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-0b4l22l9lff336l79,NULL,NULL,Storage,1571325,Amazon Elastic Compute Cloud,ANVRXJ3DXGMH473W,ANVRXJ3DXGMH473W.JRTCKXETXF.6YS6EN2CT7,35661173597,Pioneer Atlas, NairobiIT
us-east-1a,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0416 per On Demand Linux t3.medium Instance Hour,Usage-Based,9/20/2024,9/20/2024,Spend,arn:aws:savingsplans::365499461711:savingsplan/37985e61-4fcb-4023-9dd7-e524c80342a2,NULL,Used,Savings Plan,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.0416,0.0416,Committed,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0120064ae6l5l16el,NULL,instance,Compute,1579860,Amazon Elastic Compute Cloud,NN4EGUUQRWVYP98C,NN4EGUUQRWVYP98C.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, AuroraFinance
us-west-2,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 per GB-Month of storage for first 25 free GB-Months,Usage-Based,9/22/2024,9/22/2024,NULL,NULL,NULL,NULL,NULL,2.9E-09,GB-Months,0,0,0,"Amazon Web Services, Inc.",0,0,Standard,2.9E-09,GB-Months,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:llnacolf:us-test-2:740815793202:tafme/faferlServileWefsolfet-lonn_canager-lev1,NULL,NULL,Databases,1580898,Amazon DynamoDB,UNCJFSHZ2ZQGDPJV,UNCJFSHZ2ZQGDPJV.JRTCKXETXF.G2A93NZ7DT,85742851457,Orion Odyssey,
ap-south-1b,0.404,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.404 per On Demand Linux m5.2xlarge Instance Hour,Usage-Based,9/11/2024,9/11/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.404,0.404,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",ap-south-1,Asia Pacific (Mumbai),i-084f665a7954b9lba,NULL,instance,Compute,1582299,Amazon Elastic Compute Cloud,HVWA3YJFM6AXUUWR,HVWA3YJFM6AXUUWR.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, MobileFinance
us-east-1d,1.624,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.624 per On Demand Linux g5.4xlarge Instance Hour,Usage-Based,9/26/2024,9/26/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,2,2,2,"Amazon Web Services, Inc.",1.624,1.624,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0le6f040e1aa9e570,NULL,instance,Compute,1632689,Amazon Elastic Compute Cloud,4GQWNPC9K2PZAY97,4GQWNPC9K2PZAY97.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1b,0.34,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.34 per On Demand Linux c5.2xlarge Instance Hour,Usage-Based,9/30/2024,9/30/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.34,0.34,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0l2b2b9lll59e26f5,NULL,instance,Compute,1635080,Amazon Elastic Compute Cloud,H9ZN7EUEHC2S7YH5,H9ZN7EUEHC2S7YH5.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/16/2024,9/16/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,1649165,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
eu-north-1,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,USD 0.0 per WriteCapacityUnit-Hrs for WriteCapacityUnit-HrsCommittedThroughput in EU (Stockholm),Usage-Based,9/18/2024,9/18/2024,NULL,NULL,NULL,NULL,NULL,1,WriteCapacityUnit-Hours,0,0,0,"Amazon Web Services, Inc.",0,0,Standard,1,WriteCapacityUnit-Hours,AWS,"Amazon Web Services, Inc.",eu-north-1,EU (Stockholm),arn:ats:llnacolf:eu-norte-1:381491982122:tafme/terraborc-molf2,NULL,NULL,Databases,1659097,Amazon DynamoDB,8XWHVEF7W87SRCH8,8XWHVEF7W87SRCH8.JRTCKXETXF.HBHVWY47CM,55441562023,Horizon Apollo,
us-east-1f,1.053344264,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.624 per On Demand Linux g5.4xlarge Instance Hour,Usage-Based,9/30/2024,9/30/2024,NULL,NULL,NULL,NULL,NULL,0.648611,Hours,1,2,1,"Amazon Web Services, Inc.",1.053344264,1.624,Standard,0.648611,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-01faab968485b5l0e,NULL,instance,Compute,1659320,Amazon Elastic Compute Cloud,4GQWNPC9K2PZAY97,4GQWNPC9K2PZAY97.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1c,1.42545051,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.53 per On Demand Linux c5.9xlarge Instance Hour,Usage-Based,9/25/2024,9/24/2024,NULL,NULL,NULL,NULL,NULL,0.931667,Hours,1,2,1,"Amazon Web Services, Inc.",1.42545051,1.53,Standard,0.931667,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-00a116a209le1l00f,NULL,instance,Compute,1669016,Amazon Elastic Compute Cloud,4EJ6YKYP3U22GDYZ,4EJ6YKYP3U22GDYZ.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-east-1,0.000005,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,"$0.05 per 10,000 Parameter API Interaction_Higher throughput in US East (N. Virginia)",Usage-Based,9/20/2024,9/20/2024,NULL,NULL,NULL,NULL,NULL,1,API Requests,0,0,0,"Amazon Web Services, Inc.",0.000005,0.000005,Standard,1,API Requests,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),NULL,NULL,NULL,Management and Governance,1670386,AWS Systems Manager,MB4F8NNCDVWUBKDE,MB4F8NNCDVWUBKDE.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion,
us-west-2,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 per GB-Month of storage for first 25 free GB-Months,Usage-Based,9/1/2024,9/1/2024,NULL,NULL,NULL,NULL,NULL,3.814E-07,GB-Months,0,0,0,"Amazon Web Services, Inc.",0,0,Standard,3.814E-07,GB-Months,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:llnacolf:us-test-2:740815793202:tafme/faferlReservation-staging1-tasf-tofens,NULL,NULL,Databases,1677962,Amazon DynamoDB,UNCJFSHZ2ZQGDPJV,UNCJFSHZ2ZQGDPJV.JRTCKXETXF.G2A93NZ7DT,85742851457,Orion Odyssey,
ap-northeast-1c,0.0136,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.0136 per On Demand Linux t3.micro Instance Hour,Usage-Based,9/15/2024,9/15/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.0136,0.0136,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",ap-northeast-1,Asia Pacific (Tokyo),i-0fl61e6ll092a09a8,NULL,instance,Compute,1680711,Amazon Elastic Compute Cloud,DAPC5MD4ZQN9K67N,DAPC5MD4ZQN9K67N.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, HoustonProcurement
us-west-2,0.00065,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00013 per hour for units of read capacity beyond the free tier,Usage-Based,9/15/2024,9/15/2024,NULL,NULL,NULL,NULL,NULL,5,ReadCapacityUnit-Hours,0,0,0,"Amazon Web Services, Inc.",0.00065,0.00013,Standard,5,ReadCapacityUnit-Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:llnacolf:us-test-2:577180690207:tafme/PX4toDisluss-RuflEmacpmeDDBTafme-1GOOHR364YXUO,NULL,NULL,Databases,1693558,Amazon DynamoDB,W7QHZRBMSZ94SXJ5,W7QHZRBMSZ94SXJ5.JRTCKXETXF.E63J5HTPNN,32075885945,Odyssey Orion,
us-west-2,0.000125,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.000025 per state transition,Usage-Based,9/15/2024,9/15/2024,NULL,NULL,NULL,NULL,NULL,5,StateTransitions,0,0,0,"Amazon Web Services, Inc.",0.000125,0.000025,Standard,5,StateTransitions,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:states:us-test-2:365499461711:stateMaleine:ReservationStatecaleine-prol1,NULL,NULL,Compute,1706267,AWS Step Functions,XMHKSF96BVDUEV9U,XMHKSF96BVDUEV9U.JRTCKXETXF.6YS6EN2CT7,18938484842,Orion Zenith, LusakaSRE
us-east-1a,0.768,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.768 per On Demand Linux m5.4xlarge Instance Hour,Usage-Based,9/28/2024,9/28/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,1,1,1,"Amazon Web Services, Inc.",0.768,0.768,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0e653l5f5b25b8461,NULL,instance,Compute,1724572,Amazon Elastic Compute Cloud,DW64VZC89TS9M2P2,DW64VZC89TS9M2P2.JRTCKXETXF.6YS6EN2CT7,90054491575,Pioneer Voyager, HoustonFinance
us-west-2,0.342,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.342 per RDS db.m5.large Multi-AZ instance hour (or partial hour) running MySQL,Usage-Based,9/24/2024,9/24/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.342,0.342,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:rls:us-test-2:523718254622:lf:eenfinslieira-lf-clsqm,NULL,NULL,Databases,1767774,Amazon Relational Database Service,DYABU2ES8VWH2PKH,DYABU2ES8VWH2PKH.JRTCKXETXF.6YS6EN2CT7,38762433100,Horizon Nimbus, MedinaDesign
us-west-2,0.068,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.068 per T3 Medium Cache node-hour (or partial hour) running Memcached,Usage-Based,9/24/2024,9/24/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0.068,0.068,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:emastilalee:us-test-2:961082193871:lmuster:ilentitl-stg-t3-cel,NULL,NULL,Databases,1772705,Amazon ElastiCache,UE8MRMFPPMP74NQR,UE8MRMFPPMP74NQR.JRTCKXETXF.6YS6EN2CT7,69918885631,Odyssey Horizon, PortlandDesign
us-west-2b,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 for 850 Mbps per m5.xlarge instance-hour (or partial hour),Usage-Based,9/2/2024,9/2/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services, Inc.",0,0,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),i-0f834b62af6f21bfa,NULL,NULL,Storage,1782259,Amazon Elastic Compute Cloud,NEWJSHKJBZRB9GNA,NEWJSHKJBZRB9GNA.JRTCKXETXF.6YS6EN2CT7,41427911773,Orion Nimbus, IslamabadFinance
us-east-1b,1.480603776,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$1.504 per On Demand Windows c5d.4xlarge Instance Hour,Usage-Based,9/16/2024,9/16/2024,NULL,NULL,NULL,NULL,NULL,0.984444,Hours,1,2,1,"Amazon Web Services, Inc.",1.480603776,1.504,Standard,0.984444,Hours,AWS,"Amazon Web Services, Inc.",us-east-1,US East (N. Virginia),i-0527194lfffa3blll,NULL,instance,Compute,1783735,Amazon Elastic Compute Cloud,3TJZCQ6SUHGWH4FS,3TJZCQ6SUHGWH4FS.JRTCKXETXF.6YS6EN2CT7,11353890204,Atlas Orion, PeoriaData
us-west-2,0.684,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.684 per RDS db.m5.xlarge Multi-AZ instance hour (or partial hour) running MariaDB,Usage-Based,9/22/2024,9/22/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,1,1,1,"Amazon Web Services, Inc.",0.684,0.684,Standard,1,Hours,AWS,"Amazon Web Services, Inc.",us-west-2,US West (Oregon),arn:ats:rls:us-test-2:961082193871:lf:mb-ilentitl,NULL,NULL,Databases,1785791,Amazon Relational Database Service,J5KKP5G9TBUNP68G,J5KKP5G9TBUNP68G.JRTCKXETXF.6YS6EN2CT7,69918885631,Odyssey Horizon, SiouxArchitecture
us-east-2b,0,1.23457E+12,SunBird,USD,10/1/2024 0:00,9/1/2024 0:00,Usage,NULL,$0.00 for 347 Mbps per t3.medium instance-hour (or partial hour),Usage-Based,9/12/2024,9/12/2024,NULL,NULL,NULL,NULL,NULL,1,Hours,0,0,0,"Amazon Web Services Canada, Inc.",0,0,Standard,1,Hours,AWS,"Amazon Web Services Canada, Inc.",us-east-2,US East (Ohio),i-02all596l89lllf0l,NULL,NULL,Storage,1787860,Amazon Elastic Compute Cloud,T6F79U9VUFB3TZJ4,T6F79U9VUFB3TZJ4.JRTCKXETXF.6YS6EN2CT7,28975285017,Zenith Zenith, LaredoData
